row_number,level,Nation_fk,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
1114,1,143,2050,Sub-Saharan Africa,Namibia,"       3,450,000","          10,000","          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,550,000"
1115,1,144,2050,Asia-Pacific,Nauru,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000"
1116,1,145,2050,Asia-Pacific,Nepal,"         220,000","       3,160,000","         120,000","      38,120,000","       4,380,000","       1,710,000","          40,000","         <10,000","      47,740,000"
1117,1,146,2050,Europe,Netherlands,"       6,750,000","       1,600,000","       8,380,000","         130,000","          80,000","          50,000","          40,000","          30,000","      17,050,000"
1118,1,148,2050,Asia-Pacific,New Caledonia,"         270,000","         <10,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         310,000"
1119,1,149,2050,Asia-Pacific,New Zealand,"       2,610,000","         160,000","       2,640,000","         210,000","         130,000","          30,000","          60,000","          10,000","       5,850,000"
1120,1,150,2050,Latin America-Caribbean,Nicaragua,"       6,930,000","         <10,000","       1,160,000","         <10,000","         <10,000","         110,000","          10,000","         <10,000","       8,220,000"
1121,1,151,2050,Sub-Saharan Africa,Niger,"         630,000","      53,660,000","         430,000","         <10,000","         <10,000","          80,000","         <10,000","         <10,000","      54,810,000"
1122,1,152,2050,Sub-Saharan Africa,Nigeria,"     154,840,000","     230,700,000","       1,290,000","         <10,000","          30,000","       7,120,000","         170,000","         <10,000","     394,150,000"
1123,1,153,2050,Asia-Pacific,Niue,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
1124,1,154,2050,Asia-Pacific,North Korea,"         520,000","         <10,000","      18,800,000","         <10,000","         400,000","       3,260,000","       3,400,000","         <10,000","      26,380,000"
1125,1,155,2050,Asia-Pacific,Northern Mariana Islands,"          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
1126,1,156,2050,Europe,Norway,"       4,310,000","         520,000","         850,000","          50,000","          90,000","          10,000","          10,000","         <10,000","       5,850,000"
1127,1,157,2050,Middle East-North Africa,Oman,"         250,000","       4,010,000","          20,000","         260,000","          20,000","         <10,000","          30,000","         <10,000","       4,590,000"
1128,1,158,2050,Asia-Pacific,Pakistan,"       4,250,000","     273,110,000","          30,000","       5,630,000","          30,000","          40,000","          30,000","         <10,000","     283,110,000"
1129,1,159,2050,Asia-Pacific,Palau,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
1130,1,160,2050,Middle East-North Africa,Palestinian territories,"         140,000","       9,850,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      10,000,000"
1131,1,161,2050,Latin America-Caribbean,Panama,"       4,610,000","          40,000","         280,000","         <10,000","          10,000","          30,000","          20,000","          20,000","       5,020,000"
1132,1,162,2050,Asia-Pacific,Papua New Guinea,"      13,400,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000","          30,000","         <10,000","      13,510,000"
1133,1,163,2050,Latin America-Caribbean,Paraguay,"      10,060,000","         <10,000","         120,000","         <10,000","         <10,000","         190,000","          20,000","         <10,000","      10,390,000"
1134,1,164,2050,Latin America-Caribbean,Peru,"      37,740,000","         <10,000","       1,320,000","         <10,000","          60,000","         390,000","         130,000","         <10,000","      39,640,000"
1135,1,165,2050,Asia-Pacific,Philippines,"     143,550,000","       9,440,000","         140,000","         <10,000","         140,000","       2,560,000","         250,000","         <10,000","     156,090,000"
1136,1,167,2050,Europe,Poland,"      28,880,000","          80,000","       4,270,000","         <10,000","          10,000","         <10,000","         <10,000","          10,000","      33,280,000"
1137,1,168,2050,Europe,Portugal,"       7,500,000","         110,000","         980,000","          10,000","          20,000","          60,000","         <10,000","         <10,000","       8,690,000"
1138,1,169,2050,Latin America-Caribbean,Puerto Rico,"       3,330,000","         <10,000","          90,000","         <10,000","         <10,000","          30,000","         <10,000","         <10,000","       3,480,000"
1139,1,170,2050,Middle East-North Africa,Qatar,"         470,000","       2,390,000","          20,000","         630,000","         150,000","          30,000","          10,000","         <10,000","       3,700,000"
1140,1,171,2050,Sub-Saharan Africa,Reunion,"         950,000","          50,000","          20,000","          50,000","         <10,000","         <10,000","          10,000","         <10,000","       1,080,000"
1141,1,172,2050,Europe,Romania,"      16,270,000","          70,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      16,370,000"
1142,1,173,2050,Europe,Russia,"      88,440,000","      20,860,000","      13,960,000","         140,000","         170,000","         270,000","          20,000","         110,000","     123,960,000"
1143,1,174,2050,Sub-Saharan Africa,Rwanda,"      24,610,000","         850,000","         810,000","          20,000","         <10,000","         120,000","          50,000","         <10,000","      26,470,000"
1144,1,175,2050,Sub-Saharan Africa,St. Helena,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
1145,1,176,2050,Latin America-Caribbean,St. Kitts and Nevis,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          70,000"
1146,1,177,2050,Latin America-Caribbean,St. Lucia,"         200,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         210,000"
1147,1,178,2050,North America,St. Pierre and Miquelon,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
1148,1,179,2050,Latin America-Caribbean,St. Vincent and the Grenadines,"         120,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         130,000"
1149,1,180,2050,Asia-Pacific,Samoa,"         360,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         370,000"
1150,1,181,2050,Europe,San Marino,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
1151,1,182,2050,Sub-Saharan Africa,Sao Tome and Principe,"         260,000","         <10,000","          50,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","         320,000"
1152,1,183,2050,Middle East-North Africa,Saudi Arabia,"       1,830,000","      42,490,000","         230,000","         710,000","         180,000","         110,000","          80,000","         <10,000","      45,630,000"
